ID,Ath_besthit,Araport11_defline
HORVU.MOREX.r2.1HG0073480.1,AT2G34420,photosystem II light harvesting complex protein B1B2
HORVU.MOREX.r2.1HG0073500.1,AT1G29930,chlorophyll A/B binding protein 1
HORVU.MOREX.r2.1HG0073510.1,AT2G34420,photosystem II light harvesting complex protein B1B2
HORVU.MOREX.r2.1HG0073540.1,AT2G13820,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
HORVU.MOREX.r2.1HG0073610.1,AT1G29370,RNA polymerase II degradation factor-like protein (DUF1296)
HORVU.MOREX.r2.1HG0073630.1,AT3G48140,B12D protein
HORVU.MOREX.r2.1HG0073640.1,AT1G11910,aspartic proteinase A1
HORVU.MOREX.r2.1HG0073660.1,AT4G10550,Subtilase family protein
HORVU.MOREX.r2.1HG0073700.1,AT4G04450,WRKY family transcription factor
HORVU.MOREX.r2.1HG0073710.1,AT5G66470,GTP-binding protein Era-like protein
HORVU.MOREX.r2.1HG0073720.1,AT4G25730,FtsJ-like methyltransferase family protein
HORVU.MOREX.r2.1HG0073760.1,AT4G39250,RAD-like 1
HORVU.MOREX.r2.1HG0073770.1,AT1G75250,RAD-like 6
HORVU.MOREX.r2.1HG0073780.1,AT1G03160,FZO-like protein
HORVU.MOREX.r2.1HG0073790.1,AT3G06640,PAS domain-containing protein tyrosine kinase family protein
HORVU.MOREX.r2.1HG0073810.1,AT4G29740,cytokinin oxidase 4
HORVU.MOREX.r2.1HG0073840.1,,
HORVU.MOREX.r2.1HG0073860.1,AT3G50880,DNA glycosylase superfamily protein
HORVU.MOREX.r2.1HG0073870.1,AT1G19450,Major facilitator superfamily protein
HORVU.MOREX.r2.1HG0073970.1,AT4G34640,squalene synthase 1
HORVU.MOREX.r2.1HG0073990.1,AT2G25490,EIN3-binding F box protein 1
HORVU.MOREX.r2.1HG0074000.1,AT1G75220,Major facilitator superfamily protein
HORVU.MOREX.r2.1HG0074020.1,AT1G19440,3-ketoacyl-CoA synthase 4
HORVU.MOREX.r2.1HG0074040.1,AT4G22220,SufE/NifU family protein
HORVU.MOREX.r2.1HG0074060.1,AT3G27850,ribosomal protein L12-C
HORVU.MOREX.r2.1HG0074070.1,AT3G27810,myb domain protein 21
HORVU.MOREX.r2.1HG0074080.1,AT3G05790,lon protease 4
HORVU.MOREX.r2.1HG0074090.1,AT1G73570,HCP-like superfamily protein
HORVU.MOREX.r2.1HG0074100.1,AT2G24600,Ankyrin repeat family protein
HORVU.MOREX.r2.1HG0074110.1,AT2G24600,Ankyrin repeat family protein
HORVU.MOREX.r2.1HG0074130.1,AT3G01516,transmembrane protein
HORVU.MOREX.r2.1HG0074140.1,AT1G23710,hypothetical protein (DUF1645)
HORVU.MOREX.r2.1HG0074160.1,AT3G27880,hypothetical protein (DUF1645)
HORVU.MOREX.r2.1HG0074170.1,AT1G01800,NAD(P)-binding Rossmann-fold superfamily protein
HORVU.MOREX.r2.1HG0074180.1,AT3G27925,DegP protease 1
HORVU.MOREX.r2.1HG0074190.1,AT3G52680,F-box/RNI-like/FBD-like domains-containing protein
HORVU.MOREX.r2.1HG0074220.1,AT5G35450,Disease resistance protein (CC-NBS-LRR class) family
HORVU.MOREX.r2.1HG0074230.1,AT5G22720,F-box/FBD/LRR protein
HORVU.MOREX.r2.1HG0074240.1,AT4G04220,receptor like protein 46
HORVU.MOREX.r2.1HG0074250.1,AT5G56440,F-box/RNI-like/FBD-like domains-containing protein
HORVU.MOREX.r2.1HG0074260.1,AT5G43470,Disease resistance protein (CC-NBS-LRR class) family
HORVU.MOREX.r2.1HG0074270.1,AT5G52910,timeless family protein
HORVU.MOREX.r2.1HG0074280.1,AT5G52960,tRNA dimethylallyltransferase
HORVU.MOREX.r2.1HG0074290.1,AT2G46270,G-box binding factor 3
HORVU.MOREX.r2.1HG0074300.1,AT3G61610,Galactose mutarotase-like superfamily protein
HORVU.MOREX.r2.1HG0074340.1,AT4G11110,SPA1-related 2
HORVU.MOREX.r2.1HG0074360.1,AT4G01037,Ubiquitin carboxyl-terminal hydrolase family protein
HORVU.MOREX.r2.1HG0074410.1,AT5G24110,WRKY DNA-binding protein 30
HORVU.MOREX.r2.1HG0074430.1,AT4G11070,WRKY family transcription factor
HORVU.MOREX.r2.1HG0074440.1,AT1G18530,EF hand calcium-binding protein family
HORVU.MOREX.r2.1HG0074450.1,AT1G63170,"Zinc finger, C3HC4 type (RING finger) family protein"
HORVU.MOREX.r2.1HG0074460.1,AT4G23810,WRKY family transcription factor
HORVU.MOREX.r2.1HG0074470.1,AT1G64355,1-acyl-sn-glycerol-3-phosphate acyltransferase
HORVU.MOREX.r2.1HG0074520.1,AT4G00980,zinc knuckle (CCHC-type) family protein
HORVU.MOREX.r2.1HG0074530.1,AT4G22970,separase
HORVU.MOREX.r2.1HG0074540.1,AT1G64380,Integrase-type DNA-binding superfamily protein
HORVU.MOREX.r2.1HG0074550.1,AT4G32640,Sec23/Sec24 protein transport family protein
HORVU.MOREX.r2.1HG0074570.1,AT3G14470,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.1HG0074580.1,AT1G43860,sequence-specific DNA binding transcription factor
HORVU.MOREX.r2.1HG0074590.1,AT1G07660,Histone superfamily protein
HORVU.MOREX.r2.1HG0074610.1,AT2G29380,highly ABA-induced PP2C protein 3
HORVU.MOREX.r2.1HG0074640.1,AT5G39680,Pentatricopeptide repeat (PPR) superfamily protein
HORVU.MOREX.r2.1HG0074650.1,AT1G64385,transmembrane protein
HORVU.MOREX.r2.1HG0074660.1,AT1G30820,CTP synthase family protein
HORVU.MOREX.r2.1HG0074680.1,AT2G37060,"nuclear factor Y, subunit B8"
HORVU.MOREX.r2.1HG0074690.1,AT1G78410,VQ motif-containing protein
HORVU.MOREX.r2.1HG0074710.1,AT3G58610,ketol-acid reductoisomerase
HORVU.MOREX.r2.1HG0074740.1,AT2G27430,ARM repeat superfamily protein
HORVU.MOREX.r2.1HG0074840.1,AT1G53240,Lactate/malate dehydrogenase family protein
HORVU.MOREX.r2.1HG0074850.1,AT5G55190,RAN GTPase 3
HORVU.MOREX.r2.1HG0074860.1,AT2G26640,3-ketoacyl-CoA synthase 11
HORVU.MOREX.r2.1HG0074870.1,AT2G25605,DNA-directed RNA polymerase subunit beta
HORVU.MOREX.r2.1HG0074890.1,AT1G15510,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.1HG0074900.1,AT5G64440,fatty acid amide hydrolase
HORVU.MOREX.r2.1HG0074920.1,AT4G31300,N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein
HORVU.MOREX.r2.1HG0074930.1,AT2G25625,histone deacetylase-like protein
HORVU.MOREX.r2.1HG0074940.1,AT2G47485,hypothetical protein
HORVU.MOREX.r2.1HG0074970.1,AT1G66810,Zinc finger C-x8-C-x5-C-x3-H type family protein
HORVU.MOREX.r2.1HG0074980.1,AT1G52820,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
HORVU.MOREX.r2.1HG0074990.1,AT2G47485,hypothetical protein
HORVU.MOREX.r2.1HG0075050.1,AT4G08950,Phosphate-responsive 1 family protein
HORVU.MOREX.r2.1HG0075060.1,AT3G18570,Oleosin family protein
HORVU.MOREX.r2.1HG0075070.1,AT3G25690,Hydroxyproline-rich glycoprotein family protein
HORVU.MOREX.r2.1HG0075130.1,AT1G22040,Galactose oxidase/kelch repeat superfamily protein
HORVU.MOREX.r2.1HG0075140.1,AT2G01730,cleavage and polyadenylation specificity factor 73 kDa subunit-II
HORVU.MOREX.r2.1HG0075150.1,AT5G45520,Leucine-rich repeat (LRR) family protein
HORVU.MOREX.r2.1HG0075160.1,AT3G18040,MAP kinase 9
HORVU.MOREX.r2.1HG0075170.1,AT1G70940,Auxin efflux carrier family protein
HORVU.MOREX.r2.1HG0075180.1,AT2G33730,P-loop containing nucleoside triphosphate hydrolases superfamily protein
HORVU.MOREX.r2.1HG0075200.1,AT2G03220,fucosyltransferase 1
HORVU.MOREX.r2.1HG0075240.1,AT1G62830,LSD1-like 1
HORVU.MOREX.r2.1HG0075250.1,AT1G62620,Flavin-binding monooxygenase family protein
HORVU.MOREX.r2.1HG0075260.1,AT3G25640,"MIZU-KUSSEI-like protein (Protein of unknown function, DUF617)"
HORVU.MOREX.r2.1HG0075270.1,AT3G02410,alpha/beta-Hydrolases superfamily protein
HORVU.MOREX.r2.1HG0075280.1,AT3G52940,Ergosterol biosynthesis ERG4/ERG24 family
HORVU.MOREX.r2.1HG0075290.1,AT4G29040,regulatory particle AAA-ATPase 2A
HORVU.MOREX.r2.1HG0075300.1,AT1G18530,EF hand calcium-binding protein family
HORVU.MOREX.r2.1HG0075330.1,AT1G58280,Phosphoglycerate mutase family protein
HORVU.MOREX.r2.1HG0075340.1,AT3G01490,Protein kinase superfamily protein
HORVU.MOREX.r2.1HG0075350.1,AT5G46950,Plant invertase/pectin methylesterase inhibitor superfamily protein
HORVU.MOREX.r2.1HG0075390.1,AT3G27930,beta-galactosidase
HORVU.MOREX.r2.1HG0075410.1,AT1G16760,kinase with adenine nucleotide alpha hydrolases-like domain-containing protein
HORVU.MOREX.r2.1HG0075420.1,AT3G27930,beta-galactosidase
HORVU.MOREX.r2.1HG0075440.1,AT5G46030,transcription elongation factor-like protein
HORVU.MOREX.r2.1HG0075450.1,AT3G10020,plant/protein
HORVU.MOREX.r2.1HG0075470.1,AT5G62810,peroxin 14
HORVU.MOREX.r2.1HG0075480.1,AT3G27700,zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein
HORVU.MOREX.r2.1HG0075500.1,AT1G64910,UDP-Glycosyltransferase superfamily protein
HORVU.MOREX.r2.1HG0075530.1,AT5G62770,"membrane-associated kinase regulator, putative (DUF1645)"
HORVU.MOREX.r2.1HG0075570.1,AT3G45980,Histone superfamily protein
HORVU.MOREX.r2.1HG0075580.1,AT2G16920,ubiquitin-conjugating enzyme 23
HORVU.MOREX.r2.1HG0075590.1,AT5G14700,NAD(P)-binding Rossmann-fold superfamily protein
HORVU.MOREX.r2.1HG0075600.1,AT4G34880,Amidase family protein
HORVU.MOREX.r2.1HG0075610.1,AT1G60590,Pectin lyase-like superfamily protein
HORVU.MOREX.r2.1HG0075630.1,AT1G75220,Major facilitator superfamily protein
HORVU.MOREX.r2.1HG0075640.1,AT1G75230,DNA glycosylase superfamily protein
HORVU.MOREX.r2.1HG0075660.1,AT4G24660,homeobox protein 22
HORVU.MOREX.r2.1HG0075680.1,AT5G44440,FAD-binding Berberine family protein
HORVU.MOREX.r2.1HG0075720.1,AT1G75250,RAD-like 6
HORVU.MOREX.r2.1HG0075730.1,AT1G75250,RAD-like 6
HORVU.MOREX.r2.1HG0075740.1,AT2G18290,anaphase promoting complex 10
HORVU.MOREX.r2.1HG0075750.1,AT4G36520,Chaperone DnaJ-domain superfamily protein
HORVU.MOREX.r2.1HG0075760.1,AT1G27680,ADPGLC-PPase large subunit
HORVU.MOREX.r2.1HG0075780.1,AT2G36010,E2F transcription factor 3
HORVU.MOREX.r2.1HG0075790.1,AT5G05490,Rad21/Rec8-like family protein
HORVU.MOREX.r2.1HG0075820.1,AT3G47630,translocator assembly/maintenance protein
HORVU.MOREX.r2.1HG0075830.1,AT1G29350,RNA polymerase II degradation factor-like protein (DUF1296)
HORVU.MOREX.r2.1HG0075860.1,AT5G06110,DnaJ and myb-like DNA-binding domain-containing protein
HORVU.MOREX.r2.1HG0075880.1,AT2G42900,Plant basic secretory protein (BSP) family protein
HORVU.MOREX.r2.1HG0075910.1,AT2G34410,O-acetyltransferase family protein
HORVU.MOREX.r2.1HG0075920.1,AT1G78510,solanesyl diphosphate synthase 1
HORVU.MOREX.r2.1HG0075930.1,AT2G42880,MAP kinase 20
HORVU.MOREX.r2.1HG0075980.1,AT5G65750,"2-oxoglutarate dehydrogenase, E1 component"
HORVU.MOREX.r2.1HG0075990.1,AT1G15000,serine carboxypeptidase-like 50
HORVU.MOREX.r2.1HG0076090.1,AT1G15000,serine carboxypeptidase-like 50
HORVU.MOREX.r2.1HG0076100.1,AT2G47260,WRKY DNA-binding protein 23
HORVU.MOREX.r2.1HG0076110.1,AT5G41685,"Mitochondrial outer membrane translocase complex, subunit Tom7"
HORVU.MOREX.r2.1HG0076120.1,AT5G10240,asparagine synthetase 3
HORVU.MOREX.r2.1HG0076130.1,AT5G18636,Ta11-like non-LTR retrotransposon
HORVU.MOREX.r2.1HG0076160.1,AT3G23890,topoisomerase II
HORVU.MOREX.r2.1HG0076170.1,AT4G35800,RNA polymerase II large subunit
HORVU.MOREX.r2.1HG0076180.1,AT1G15240,phox (PX) domain-containing protein
HORVU.MOREX.r2.1HG0076200.1,AT3G62330,Zinc knuckle (CCHC-type) family protein
HORVU.MOREX.r2.1HG0076220.1,AT4G05200,cysteine-rich RLK (RECEPTOR-like protein kinase) 25
HORVU.MOREX.r2.1HG0076230.1,AT2G05790,O-Glycosyl hydrolases family 17 protein
HORVU.MOREX.r2.1HG0076290.1,AT4G26830,O-Glycosyl hydrolases family 17 protein
HORVU.MOREX.r2.1HG0076300.1,AT4G05200,cysteine-rich RLK (RECEPTOR-like protein kinase) 25
HORVU.MOREX.r2.1HG0076310.1,AT4G23180,cysteine-rich RLK (RECEPTOR-like protein kinase) 10
HORVU.MOREX.r2.1HG0076340.1,AT4G01250,WRKY family transcription factor
HORVU.MOREX.r2.1HG0076360.1,AT1G64110,P-loop containing nucleoside triphosphate hydrolases superfamily protein
HORVU.MOREX.r2.1HG0076380.1,AT5G52870,membrane-associated kinase regulator
HORVU.MOREX.r2.1HG0076410.1,AT1G26810,galactosyltransferase1
HORVU.MOREX.r2.1HG0076420.1,,
HORVU.MOREX.r2.1HG0076430.1,AT2G46140,Late embryogenesis abundant protein
HORVU.MOREX.r2.1HG0076450.1,AT3G16520,UDP-glucosyl transferase 88A1
HORVU.MOREX.r2.1HG0076470.1,AT4G27970,SLAC1 homologue 2
HORVU.MOREX.r2.1HG0076490.1,AT2G46225,ABI-1-like 1
HORVU.MOREX.r2.1HG0076500.1,AT4G23650,calcium-dependent protein kinase 6
HORVU.MOREX.r2.1HG0076570.1,AT4G01100,adenine nucleotide transporter 1
HORVU.MOREX.r2.1HG0076590.1,AT2G46370,Auxin-responsive GH3 family protein
HORVU.MOREX.r2.1HG0076610.1,AT5G41800,Transmembrane amino acid transporter family protein
HORVU.MOREX.r2.1HG0076620.1,AT5G41800,Transmembrane amino acid transporter family protein
HORVU.MOREX.r2.1HG0076630.1,AT4G18905,Transducin/WD40 repeat-like superfamily protein
HORVU.MOREX.r2.1HG0076730.1,AT1G17450,B-block binding subunit of TFIIIC
HORVU.MOREX.r2.1HG0076790.1,AT4G21520,Transducin/WD40 repeat-like superfamily protein
HORVU.MOREX.r2.1HG0076820.1,AT5G24120,sigma factor E
HORVU.MOREX.r2.1HG0076830.1,AT5G24130,polypyrimidine tract-binding-like protein
HORVU.MOREX.r2.1HG0076840.1,AT4G01030,pentatricopeptide (PPR) repeat-containing protein
HORVU.MOREX.r2.1HG0076850.1,AT5G53140,Protein phosphatase 2C family protein
HORVU.MOREX.r2.1HG0076860.1,AT1G30820,CTP synthase family protein
HORVU.MOREX.r2.1HG0076870.1,AT4G20130,plastid transcriptionally active 14
HORVU.MOREX.r2.1HG0076890.1,AT4G20130,plastid transcriptionally active 14
HORVU.MOREX.r2.1HG0076920.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.1HG0076930.1,AT1G63240,hypothetical protein
HORVU.MOREX.r2.1HG0076940.1,AT1G53300,tetratricopetide-repeat thioredoxin-like 1
HORVU.MOREX.r2.1HG0076960.1,AT4G27610,intracellular protein transporter
HORVU.MOREX.r2.1HG0076970.1,AT1G53250,"histone-lysine N-methyltransferase, H3 lysine-79 specific-like protein"
HORVU.MOREX.r2.1HG0076980.1,AT3G16160,Tesmin/TSO1-like CXC domain-containing protein
HORVU.MOREX.r2.1HG0077000.1,AT3G16160,Tesmin/TSO1-like CXC domain-containing protein
HORVU.MOREX.r2.1HG0077010.1,AT5G20060,alpha/beta-Hydrolases superfamily protein
HORVU.MOREX.r2.1HG0077020.1,AT5G20490,myosin family protein with Dil
HORVU.MOREX.r2.1HG0077030.1,AT4G02610,Aldolase-type TIM barrel family protein
HORVU.MOREX.r2.1HG0077050.1,AT2G27170,Structural maintenance of chromosomes (SMC) family protein
HORVU.MOREX.r2.1HG0077060.1,AT2G27170,Structural maintenance of chromosomes (SMC) family protein
HORVU.MOREX.r2.1HG0077090.1,AT1G24190,SIN3-like 3
HORVU.MOREX.r2.1HG0077130.1,AT2G32520,alpha/beta-Hydrolases superfamily protein
HORVU.MOREX.r2.1HG0077140.1,AT1G14220,Ribonuclease T2 family protein
HORVU.MOREX.r2.1HG0077150.1,AT1G26820,ribonuclease 3
HORVU.MOREX.r2.1HG0077160.1,AT1G26820,ribonuclease 3
HORVU.MOREX.r2.1HG0077170.1,AT1G14220,Ribonuclease T2 family protein
HORVU.MOREX.r2.1HG0077180.1,AT3G02420,dihydroflavonol 4-reductase/flavanone protein
HORVU.MOREX.r2.1HG0077200.1,AT3G50930,cytochrome BC1 synthesi
HORVU.MOREX.r2.1HG0077220.1,AT3G50930,cytochrome BC1 synthesi
HORVU.MOREX.r2.1HG0077230.1,AT1G08620,Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein
HORVU.MOREX.r2.1HG0077240.1,AT1G45231,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
HORVU.MOREX.r2.1HG0077250.1,AT4G34100,RING/U-box superfamily protein
HORVU.MOREX.r2.1HG0077280.1,AT2G27520,F-box and associated interaction domains-containing protein
HORVU.MOREX.r2.1HG0077300.1,AT2G34930,disease resistance family protein / LRR family protein
HORVU.MOREX.r2.1HG0077320.1,AT1G72060,serine-type endopeptidase inhibitor
HORVU.MOREX.r2.1HG0077330.1,AT1G78780,pathogenesis-related family protein
HORVU.MOREX.r2.1HG0077340.1,AT3G01510,like SEX4 1
HORVU.MOREX.r2.1HG0077380.1,AT5G10530,Concanavalin A-like lectin protein kinase family protein
HORVU.MOREX.r2.1HG0077400.1,AT3G53920,RNApolymerase sigma-subunit C
HORVU.MOREX.r2.1HG0077410.1,AT5G45480,"transmembrane protein, putative (DUF594)"
HORVU.MOREX.r2.1HG0077420.1,AT1G12280,LRR and NB-ARC domains-containing disease resistance protein
HORVU.MOREX.r2.1HG0077430.1,AT1G56260,"telomere-capping, CST complex subunit"
HORVU.MOREX.r2.1HG0077450.1,AT4G17520,Hyaluronan / mRNA binding family
HORVU.MOREX.r2.1HG0077460.1,AT3G13690,kinase with adenine nucleotide alpha hydrolases-like domain-containing protein
HORVU.MOREX.r2.1HG0077480.1,AT1G33490,E3 ubiquitin-protein ligase
HORVU.MOREX.r2.1HG0077500.1,AT3G59110,Protein kinase superfamily protein
HORVU.MOREX.r2.1HG0077510.1,AT5G48240,Rrp15p protein
HORVU.MOREX.r2.1HG0077550.1,AT3G24420,alpha/beta-Hydrolases superfamily protein
HORVU.MOREX.r2.1HG0077560.1,AT4G39420,spatacsin carboxy-terminus protein
HORVU.MOREX.r2.1HG0077630.1,AT1G22790,Low affinity potassium transport system protein
HORVU.MOREX.r2.1HG0077640.1,AT4G36480,long-chain base1
HORVU.MOREX.r2.1HG0077710.1,AT5G52290,shortage in chiasmata 1
HORVU.MOREX.r2.1HG0077860.1,AT1G21200,sequence-specific DNA binding transcription factor
HORVU.MOREX.r2.1HG0077870.1,AT1G49970,CLP protease proteolytic subunit 1
HORVU.MOREX.r2.1HG0077880.1,AT5G15120,"2-aminoethanethiol dioxygenase, putative (DUF1637)"
HORVU.MOREX.r2.1HG0077890.1,AT3G27700,zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein
HORVU.MOREX.r2.1HG0077910.1,AT4G05420,damaged DNA binding protein 1A
HORVU.MOREX.r2.1HG0078020.1,AT3G16565,threonyl and alanyl tRNA synthetase second additional domain-containing protein
HORVU.MOREX.r2.1HG0078050.1,AT5G20490,myosin family protein with Dil
HORVU.MOREX.r2.1HG0078080.1,AT1G76820,eukaryotic translation initiation factor 2 (eIF-2) family protein
HORVU.MOREX.r2.1HG0078120.1,AT4G10020,hydroxysteroid dehydrogenase 5
HORVU.MOREX.r2.1HG0078130.1,AT3G24880,"Helicase/SANT-associated, DNA binding protein"
HORVU.MOREX.r2.1HG0078140.1,AT1G55160,WAS/WASL-interacting family protein
HORVU.MOREX.r2.1HG0078150.1,AT5G67430,Acyl-CoA N-acyltransferases (NAT) superfamily protein
HORVU.MOREX.r2.1HG0078170.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.1HG0078180.1,AT5G56850,hypothetical protein
HORVU.MOREX.r2.1HG0078200.1,AT1G12840,vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3)
HORVU.MOREX.r2.1HG0078210.1,AT2G34930,disease resistance family protein / LRR family protein
HORVU.MOREX.r2.1HG0078220.1,AT2G34930,disease resistance family protein / LRR family protein
HORVU.MOREX.r2.1HG0078230.1,AT3G46590,TRF-like 1
HORVU.MOREX.r2.1HG0078240.1,AT5G12010,nuclease
HORVU.MOREX.r2.1HG0078250.1,AT5G11380,1-deoxy-D-xylulose 5-phosphate synthase 3
HORVU.MOREX.r2.1HG0078260.1,AT1G72770,HYPERSENSITIVE TO ABA1
HORVU.MOREX.r2.1HG0078280.1,AT5G07990,Cytochrome P450 superfamily protein
HORVU.MOREX.r2.1HG0078290.1,AT3G54280,ROOT GROWTH DEFECTIVE 3
HORVU.MOREX.r2.1HG0078300.1,AT4G36520,Chaperone DnaJ-domain superfamily protein
HORVU.MOREX.r2.1HG0078310.1,AT2G26140,FTSH protease 4
HORVU.MOREX.r2.1HG0078320.1,AT1G72710,casein kinase 1-like protein 2
HORVU.MOREX.r2.1HG0078340.1,AT3G01280,voltage dependent anion channel 1
HORVU.MOREX.r2.1HG0078370.1,AT3G21295,Tudor/PWWP/MBT superfamily protein
HORVU.MOREX.r2.1HG0078380.1,AT5G60550,geminivirus rep interacting kinase 2
HORVU.MOREX.r2.1HG0078390.1,AT2G25930,hydroxyproline-rich glycoprotein family protein
HORVU.MOREX.r2.1HG0078410.1,AT5G11170,DEAD/DEAH box RNA helicase family protein
HORVU.MOREX.r2.1HG0078430.1,AT5G52820,WD-40 repeat family protein / notchless protein
HORVU.MOREX.r2.1HG0078440.1,AT1G65700,Small nuclear ribonucleoprotein family protein
HORVU.MOREX.r2.1HG0078510.1,AT4G10960,UDP-D-glucose/UDP-D-galactose 4-epimerase 5
HORVU.MOREX.r2.1HG0078540.1,AT5G53420,CCT motif family protein
HORVU.MOREX.r2.1HG0078550.1,AT4G11010,nucleoside diphosphate kinase 3
HORVU.MOREX.r2.1HG0078560.1,AT4G23895,Pleckstrin homology (PH) domain-containing protein
HORVU.MOREX.r2.1HG0078570.1,AT5G53420,CCT motif family protein
HORVU.MOREX.r2.1HG0078610.1,AT5G11600,hypothetical protein
HORVU.MOREX.r2.1HG0078630.1,AT5G15920,structural maintenance of chromosomes 5
HORVU.MOREX.r2.1HG0078650.1,AT2G27040,Argonaute family protein
HORVU.MOREX.r2.1HG0078660.1,AT3G19460,Reticulon family protein
HORVU.MOREX.r2.1HG0078680.1,AT3G12680,floral homeotic protein (HUA1)
HORVU.MOREX.r2.1HG0078740.1,AT3G07880,Immunoglobulin E-set superfamily protein
HORVU.MOREX.r2.1HG0078760.1,AT2G30620,winged-helix DNA-binding transcription factor family protein
HORVU.MOREX.r2.1HG0078770.1,AT5G08780,winged-helix DNA-binding transcription factor family protein
HORVU.MOREX.r2.2HG0078790.1,AT5G51230,VEFS-Box of polycomb protein
HORVU.MOREX.r2.2HG0078830.1,AT4G03090,sequence-specific DNA binding transcription factor ATNDX
HORVU.MOREX.r2.2HG0078890.1,AT3G61440,cysteine synthase C1
HORVU.MOREX.r2.2HG0078910.1,AT3G08980,Peptidase S24/S26A/S26B/S26C family protein
HORVU.MOREX.r2.2HG0078920.1,AT1G73960,TBP-associated factor 2
HORVU.MOREX.r2.2HG0078930.1,AT1G73960,TBP-associated factor 2
HORVU.MOREX.r2.2HG0078940.1,AT2G45980,mesoderm induction early response protein
HORVU.MOREX.r2.2HG0078960.1,AT1G30890,Integral membrane HRF1 family protein
HORVU.MOREX.r2.2HG0078970.1,AT5G45200,Disease resistance protein (TIR-NBS-LRR class) family
HORVU.MOREX.r2.2HG0079010.1,AT4G11400,"ARID/BRIGHT DNA-binding , ELM2 domain and myb-like DNA-binding domain-containing protein"
HORVU.MOREX.r2.2HG0079030.1,AT1G19330,histone deacetylase complex subunit
HORVU.MOREX.r2.2HG0079040.1,AT1G59960,NAD(P)-linked oxidoreductase superfamily protein
HORVU.MOREX.r2.2HG0079050.1,AT5G51760,Protein phosphatase 2C family protein
HORVU.MOREX.r2.2HG0079060.1,AT3G04580,"Signal transduction histidine kinase, hybrid-type, ethylene sensor"
HORVU.MOREX.r2.2HG0079070.1,AT5G51230,VEFS-Box of polycomb protein
HORVU.MOREX.r2.2HG0079090.1,AT4G39490,"cytochrome P450, family 96, subfamily A, polypeptide 10"
HORVU.MOREX.r2.2HG0079160.1,AT4G20860,FAD-binding Berberine family protein
HORVU.MOREX.r2.2HG0079170.1,AT3G14470,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.2HG0079180.1,AT3G14470,NB-ARC domain-containing disease resistance protein
